State,Indicator No.,Indicator,Unit,NFHS 6,NFHS 6 Small Sample,NFHS 5,NFHS 5 Small Sample,Delta (6-5)
Meghalaya,1,Population below age 5 years (%),%,8.9,,12.1,,-3.2
Meghalaya,2,Population below age 15 years (%),%,34.1,,37.3,,-3.2
Meghalaya,3,Population age 60 years and above (%),%,6.8,,4.9,,1.9
Meghalaya,4,Population living in households with electricity (%),%,95.9,,91.9,,4.0
Meghalaya,5,Population living in households with an improved drinking-water source1 (%),%,84.3,,79.2,,5.1
Meghalaya,6,Households using iodized salt (%),%,94.6,,90.6,,4.0
Meghalaya,7,Households with any usual member covered under a health insurance/financing scheme (%),%,74.9,,69.0,,5.9
Meghalaya,8,Households with any usual member having a bank account/post office account (%),%,93.5,,90.0,,3.5
Meghalaya,9,Female population age 6 years and above who ever attended school (%),%,82.6,,85.9,,-3.3
Meghalaya,10,Households with any usual female members owning a house and/or land (alone or jointly with,,65.3,,63.8,,1.5
Meghalaya,11,Children age 2-4 years who attended pre-school (%),%,23.6,,27.7,,-4.1
Meghalaya,12,Women with 10 or more years of schooling (%),%,37.5,,35.1,,2.4
Meghalaya,13,Men with 10 or more years of schooling (%),%,35.9,,34.7,,1.2
Meghalaya,14,Women who have ever used the internet (%),%,59.0,,34.7,,24.3
Meghalaya,15,Men who have ever used the internet (%),%,68.7,,36.5,,32.2
Meghalaya,16,Women age 20-24 years married before age 18 years (%),%,13.8,,16.9,,-3.1
Meghalaya,17,Men age 25-29 years married before age 21 years (%),%,18.4,,17.9,,0.5
Meghalaya,18,Total fertility rate (children per woman),children per woman,2.2,,2.9,,-0.7
Meghalaya,19,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),%,4.6,,7.2,,-2.6
Meghalaya,20,Any method2 (%),%,42.1,,27.4,,14.7
Meghalaya,21,Any modern method2 (%),%,30.2,,22.5,,7.7
Meghalaya,22,Any traditional method (%),%,11.9,,4.9,,7.0
Meghalaya,23,Female sterilization (%),%,7.1,,5.6,,1.5
Meghalaya,24,Male sterilization (%),%,0.1,,0.0,,0.1
Meghalaya,25,Total unmet need3 (%),%,21.0,,26.9,,-5.9
Meghalaya,26,Unmet need for spacing3 (%),%,18.4,,18.3,,0.1
Meghalaya,27,Unmet need for limiting3 (%),%,2.6,,8.6,,-6.0
Meghalaya,28,Mothers who had an antenatal check-up in the first trimester (%),%,57.9,,53.9,,4.0
Meghalaya,29,Mothers who had any antenatal care visits (%),%,90.6,,82.4,,8.2
Meghalaya,30,Mothers who had at least 4 antenatal care visits (%),%,53.2,,52.2,,1.0
Meghalaya,31,Mothers whose last birth was protected against neonatal tetanus 4 (%),%,88.1,,82.1,,6.0
Meghalaya,32,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),%,62.7,,43.1,,19.6
Meghalaya,33,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),%,40.8,,20.6,,20.2
Meghalaya,34,Registered pregnancies for which the mother received a Mother and Child Protection (MCP),MCP,98.1,,93.3,,4.8
Meghalaya,35,Institutional births (%),%,65.6,,58.1,,7.5
Meghalaya,36,Institutional births in public facility (%),%,55.7,,49.1,,6.6
Meghalaya,37,Births attended by skilled health personnel5 (%),%,70.9,,64.0,,6.9
Meghalaya,38,Births delivered by caesarean section (%),%,6.4,,8.2,,-1.8
Meghalaya,39,Births in a private health facility that were delivered by caesarean section (%),%,36.2,,40.8,,-4.6
Meghalaya,40,Births in a public health facility that were delivered by caesarean section (%),%,5.0,,9.2,,-4.2
Meghalaya,41,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health,,51.9,,43.9,,8.0
Meghalaya,42,Children born at home who were taken to a health facility for a check-up within 24 hours of,,2.4,,1.6,,0.8
Meghalaya,43,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/ other health,,53.8,,44.9,,8.9
Meghalaya,44,Children age 12-23 months fully vaccinated based on information from either vaccination card,,75.3,,64.0,,11.3
Meghalaya,45,Children age 12-23 months fully vaccinated based on information from vaccination card,,84.9,,80.0,,4.9
Meghalaya,46,Children age 12-23 months who have received any vaccine (%),%,91.3,,90.6,,0.7
Meghalaya,47,Children age 12-23 months who have received BCG (%),%,90.4,,89.3,,1.1
Meghalaya,48,Children age 12-23 months who have received 3 doses of polio vaccine 8 (%),%,78.2,,68.5,,9.7
Meghalaya,49,Children age 12-23 months who have received 3 doses of pentavalent vaccine (%),%,79.3,,73.5,,5.8
Meghalaya,50,Children age 12-23 months who have received the first dose of measles-containing,,83.2,,72.5,,10.7
Meghalaya,51,Children age 24-35 months who have received a second dose of measles-containing,,60.0,,25.9,,34.1
Meghalaya,52,Children age 12-23 months who have received birth dose of hepatitis B vaccine (%),%,67.5,,46.5,,21.0
Meghalaya,53,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),%,77.2,,4.1,,73.1
Meghalaya,54,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),%,77.0,,61.0,,16.0
Meghalaya,55,Children age 12-23 months who received most of their vaccinations in a public health,,94.2,,93.6,,0.6
Meghalaya,56,Children age 12-23 months who received most of their vaccinations in a private health,,3.3,,3.5,,-0.2
Meghalaya,57,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),%,3.6,,10.4,,-6.8
Meghalaya,58,Prevalence of severe diarrhoea in the 2 weeks preceding the survey (%),%,0.7,,1.4,,-0.7
Meghalaya,59,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the,,1.0,,4.8,,-3.8
Meghalaya,60,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health,,65.3,,72.9,,-7.6
Meghalaya,61,Children under age 3 years breastfed within one hour of birth 9 (%),%,76.4,,78.8,,-2.4
Meghalaya,62,Children under age 6 months exclusively breastfed 10 (%),%,46.8,,42.7,,4.1
Meghalaya,63,Children under age 6 months currently breastfeeding 10 (%),%,97.1,,97.0,,0.1
Meghalaya,64,Children under age 6 months exclusively breastfed or breastfeeding and consuming plain,,76.4,,74.9,,1.5
Meghalaya,65,Children age 6-8 months receiving solid or semi-solid food and breastmilk10 (%),%,64.3,,66.8,,-2.5
Meghalaya,66,"Breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",%,16.3,,28.7,,-12.4
Meghalaya,67,"Non-breastfeeding children age 6-23 months receiving an adequate diet10, 11 (%)",%,35.0,,27.7,,7.3
Meghalaya,68,"Total children age 6-23 months receiving an adequate diet10, 11 (%)",%,18.9,,28.5,,-9.6
Meghalaya,69,Children under 5 years who are stunted (height-for-age)12 (%),%,36.8,,46.5,,-9.7
Meghalaya,70,Children under 5 years who are wasted (weight-for-height)12 (%),%,13.2,,12.1,,1.1
Meghalaya,71,Children under 5 years who are severely wasted (weight-for-height)13 (%),%,6.2,,4.7,,1.5
Meghalaya,72,Children under 5 years who are underweight (weight-for-age)12 (%),%,25.3,,26.6,,-1.3
Meghalaya,73,Children under 5 years who are overweight (weight-for-height)14 (%),%,2.6,,4.0,,-1.4
Meghalaya,74,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m 2)15 (%),%,9.1,,10.8,,-1.7
Meghalaya,75,Men whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m2) (%),%,7.1,,9.0,,-1.9
Meghalaya,76,Women who are overweight or obese (BMI ≥25.0 kg/m 2)15 (%),%,13.8,,11.5,,2.3
Meghalaya,77,Men who are overweight or obese (BMI ≥25.0 kg/m2) (%),%,15.6,,13.9,,1.7
Meghalaya,78,Blood sugar level - high (141-160 mg/dl)16 (%),%,4.0,,5.0,,-1.0
Meghalaya,79,Blood sugar level - very high (>160 mg/dl)16 (%),%,2.7,,3.0,,-0.3
Meghalaya,80,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood,,7.1,,9.5,,-2.4
Meghalaya,81,Blood sugar level - high (141-160 mg/dl)16 (%),%,3.8,,8.6,,-4.8
Meghalaya,82,Blood sugar level - very high (>160 mg/dl)16 (%),%,2.8,,4.2,,-1.4
